species,decimalLatitude,decimalLongitude,speciation
Espeletia ruizii,8.26684,-71.5639,0.563450143
Espeletia ruizii,8.28053,-71.5628,0.620185941
Espeletia neriifolia,8.25328,-71.5617,0.504721365
Espeletia ruizii,8.27987,-71.5615,0.327889755
Espeletia ruizii,8.27921,-71.5605,0.384819168
Espeletia ruizii,8.26924,-71.5596,0.319756233
Espeletia ruizii,8.26924,-71.5596,0.567326468
Espeletia ruizii,8.26924,-71.5596,0.454491518
Espeletia ruizii,8.26924,-71.5596,0.458906531
Espeletia ruizii,8.26924,-71.5596,0.349971299
Espeletia ruizii,8.26924,-71.5596,0.493686988
Espeletia ruizii,8.26924,-71.5596,0.041579433
Espeletia ruizii,8.26924,-71.5596,0.589390368
Espeletia ruizii,8.26924,-71.5596,0.291241511
Espeletia ruizii,8.26924,-71.5596,0.20168013
Espeletia ruizii,8.26924,-71.5596,0.651466549
Espeletia ruizii,8.26924,-71.5596,0.889347891
Espeletia ruizii,8.26924,-71.5596,0.408569587
Espeletia ruizii,8.26924,-71.5596,0.637537076
Espeletia ruizii,8.26924,-71.5596,0.416976548
Espeletia ruizii,8.26924,-71.5596,0.377380918
Espeletia ruizii,8.26924,-71.5596,0.496714583
Espeletia ruizii,8.27871,-71.5593,0.3919589
Espeletia neriifolia,8.19197,-71.5252,0.357175615
Espeletia neriifolia,8.266667,-71.516667,0.392142564
Espeletia neriifolia,8.266667,-71.516667,0.22024547
Espeletia occulta,8.30603,-71.4341,0.045213647
Espeletia lindenii,8.30528,-71.4288,0.518438564
Espeletia marcescens,8.30813,-71.4242,0.045818621
Espeletia neriifolia,8.32145,-71.4234,0.025945796
Espeletia neriifolia,8.38887,-71.4175,0.430265099
Espeletia marcescens,8.25142,-71.3889,0.116072586
Espeletia marcescens,8.25142,-71.3889,0.433171943
Espeletia marcescens,8.25142,-71.3889,0.395090727
Espeletia marcescens,8.25142,-71.3889,0.323724642
Espeletia marcescens,8.25142,-71.3889,0.112329621
Espeletia marcescens,8.25142,-71.3889,0.55149813
Espeletia marcescens,8.25142,-71.3889,0.37204735
Espeletia atropurpurea,8.24659,-71.3884,0.622400845
Espeletia atropurpurea,8.24659,-71.3884,0.361496987
Espeletia atropurpurea,8.24659,-71.3884,0.404200563
Espeletia atropurpurea,8.24659,-71.3884,0.698453581
Espeletia atropurpurea,8.24659,-71.3884,0.514119457
Espeletia marcescens,8.23561,-71.3841,0.516900282
Espeletia atropurpurea,8.23443,-71.382,0.316285902
Espeletia marcescens,8.28627,-71.3787,0.290840863
Espeletia marcescens,8.31854,-71.3466,0.162136505
Espeletia atropurpurea,8.333333,-71.333333,0.218909745
Espeletia marcescens,8.333333,-71.333333,0.290786521
Espeletia marcescens,8.333333,-71.333333,0.332056112
Espeletia schultzii,8.40117,-71.3332,0.448222516
Espeletia rodriguezii,8.262,-71.3322,0.134040832
Espeletia occulta,8.33,-71.33,0.4251877
Espeletia atropurpurea,8.31525,-71.3239,0.183876605
Espeletia lindenii,8.32338,-71.3171,0.232652871
Espeletia marcescens,8.33325,-71.301,0.632204705
Espeletia neriifolia,8.32735,-71.3002,0.268399563
Espeletia spectabilis,8.33111,-71.2998,0.324564896
Espeletia neriifolia,8.32649,-71.2996,0.283875625
Espeletia tachirensis,8.32649,-71.2985,0.296214883
Espeletia spectabilis,8.32751,-71.2979,0.338730748
Espeletia marcescens,8.33266,-71.2974,0.075849023
Espeletia neriifolia,8.33875,-71.2829,0.142171839
Espeletia neriifolia,8.33875,-71.2829,0.244833553
Espeletia schultzii,8.63276,-71.2791,0.213530553
Espeletia schultzii,8.63165,-71.2771,0.188137656
Espeletia schultzii,8.63165,-71.2771,0.115173512
Espeletia schultzii,8.63165,-71.2771,0.646706193
Espeletia schultzii,8.37813,-71.2639,0.46708566
Espeletia alba,8.45444,-71.23972,0.439134271
Espeletia atropurpurea,8.45444,-71.23972,0.076589052
Espeletia atropurpurea,8.45444,-71.23972,0.144872595
Espeletia lindenii,8.45444,-71.23972,0.066018384
Espeletia lindenii,8.45444,-71.23972,0.266482048
Espeletia lutescens,8.45444,-71.23972,0.283733815
Espeletia thyrsiformis,8.45444,-71.23972,0.114753335
Espeletia moritziana,8.72267,-71.2113,0.224843802
Espeletia albarregensis,8.70054,-71.2033,0.494122787
Espeletia moritziana,8.68953,-71.1963,0.352236063
Espeletia elongata,8.73427,-71.1934,0.51341792
Espeletia moritziana,8.67767,-71.178,0.435925103
Espeletia moritziana,8.67767,-71.178,0.364765238
Espeletia almorzana,8.5,-71.1667,0.636198758
Espeletia almorzana,8.5,-71.1667,0.463797375
Espeletia atropurpurea,8.5,-71.1667,0.231422653
Espeletia atropurpurea,8.5,-71.1667,0.354681378
Espeletia badilloi,8.5,-71.1667,0.564408802
Espeletia badilloi,8.5,-71.1667,0.067528776
Espeletia badilloi,8.5,-71.1667,0.248509812
Espeletia badilloi,8.5,-71.1667,0.254450251
Espeletia badilloi,8.5,-71.1667,0.358890828
Espeletia badilloi,8.5,-71.1667,0.010385284
Espeletia banksiifolia,8.5,-71.1667,0.404555997
Espeletia banksiifolia,8.5,-71.1667,0.385342026
Espeletia batata,8.5,-71.1667,0.089995154
Espeletia batata,8.5,-71.1667,0.512987134
Espeletia batata,8.5,-71.1667,0.029738696
Espeletia batata,8.5,-71.1667,0.387421266
Espeletia batata,8.5,-71.1667,0.387615171
Espeletia batata,8.5,-71.1667,0.102435035
Espeletia bromelioides,8.5,-71.1667,0.796494621
Espeletia bromelioides,8.5,-71.1667,0.096161291
Espeletia coloradarum,8.5,-71.1667,0.293691829
Espeletia elongata,8.5,-71.1667,0.053570898
Espeletia figueirasii,8.5,-71.1667,0.447704954
Espeletia figueirasii,8.5,-71.1667,0.154240896
Espeletia figueirasii,8.5,-71.1667,0.253227293
Espeletia figueirasii,8.5,-71.1667,0.377334594
Espeletia figueirasii,8.5,-71.1667,0.444365339
Espeletia figueirasii,8.5,-71.1667,0.464782864
Espeletia floccosa,8.5,-71.1667,0.013124847
Espeletia floccosa,8.5,-71.1667,0.042536035
Espeletia floccosa,8.5,-71.1667,0.107465256
Espeletia floccosa,8.5,-71.1667,0.322871606
Espeletia floccosa,8.5,-71.1667,0.041823652
Espeletia floccosa,8.5,-71.1667,0.332989051
Espeletia floccosa,8.5,-71.1667,0.020652338
Espeletia hanburyana,8.5,-71.1667,0.102429835
Espeletia jahnii,8.5,-71.1667,0.001854621
Espeletia lindenii,8.5,-71.1667,0.665027566
Espeletia lindenii,8.5,-71.1667,0.277165639
Espeletia lindenii,8.5,-71.1667,0.412736495
Espeletia lucida,8.5,-71.1667,0.240222154
Espeletia marcescens,8.5,-71.1667,0.43054429
Espeletia marcescens,8.5,-71.1667,0.327120205
Espeletia marcescens,8.5,-71.1667,0.008040549
Espeletia marcescens,8.5,-71.1667,0.325898115
Espeletia marcescens,8.5,-71.1667,0.238940998
Espeletia marcescens,8.5,-71.1667,0.489864367
Espeletia marcescens,8.5,-71.1667,0.372072168
Espeletia marcescens,8.5,-71.1667,0.422206838
Espeletia marthae,8.5,-71.1667,0.158364907
Espeletia marthae,8.5,-71.1667,0.296275979
Espeletia marthae,8.5,-71.1667,0.431834511
Espeletia moritziana,8.5,-71.1667,0.363403873
Espeletia moritziana,8.5,-71.1667,0.614111672
Espeletia moritziana,8.5,-71.1667,0.409123038
Espeletia moritziana,8.5,-71.1667,0.379991262
Espeletia moritziana,8.5,-71.1667,0.473222206
Espeletia moritziana,8.5,-71.1667,0.448506676
Espeletia moritziana,8.5,-71.1667,0.178025728
Espeletia neriifolia,8.5,-71.1667,0.518004673
Espeletia neriifolia,8.5,-71.1667,0.053270443
Espeletia neriifolia,8.5,-71.1667,0.34955919
Espeletia neriifolia,8.5,-71.1667,0.406893813
Espeletia neriifolia,8.5,-71.1667,0.055692589
Espeletia neriifolia,8.5,-71.1667,0.281600061
Espeletia neriifolia,8.5,-71.1667,0.49006281
Espeletia neriifolia,8.5,-71.1667,0.180459962
Espeletia neriifolia,8.5,-71.1667,0.401117873
Espeletia occulta,8.5,-71.1667,0.038330834
Espeletia occulta,8.5,-71.1667,0.133867121
Espeletia occulta,8.5,-71.1667,0.50056633
Espeletia occulta,8.5,-71.1667,0.458768549
Espeletia paltonioides,8.5,-71.1667,0.492349107
Espeletia paltonioides,8.5,-71.1667,0.014851716
Espeletia paltonioides,8.5,-71.1667,0.366916547
Espeletia rodriguezii,8.5,-71.1667,0.413757591
Espeletia ruizii,8.5,-71.1667,0.47804771
Espeletia ruizii,8.5,-71.1667,0.493969215
Espeletia ruizii,8.5,-71.1667,0.362606666
Espeletia ruizii,8.5,-71.1667,0.396032303
Espeletia ruizii,8.5,-71.1667,0.615977471
Espeletia ruizii,8.5,-71.1667,0.353299442
Espeletia schultzii,8.5,-71.1667,0.128307702
Espeletia schultzii,8.5,-71.1667,0.234271854
Espeletia schultzii,8.5,-71.1667,0.34393536
Espeletia schultzii,8.5,-71.1667,0.247675679
Espeletia schultzii,8.5,-71.1667,0.234040216
Espeletia schultzii,8.5,-71.1667,0.408914854
Espeletia schultzii,8.5,-71.1667,0.092129885
Espeletia schultzii,8.5,-71.1667,0.342768036
Espeletia schultzii,8.5,-71.1667,0.183965877
Espeletia schultzii,8.5,-71.1667,0.528837905
Espeletia schultzii,8.5,-71.1667,0.23777694
Espeletia semiglobulata,8.5,-71.1667,0.44977085
Espeletia semiglobulata,8.5,-71.1667,0.505172049
Espeletia semiglobulata,8.5,-71.1667,0.110852991
Espeletia semiglobulata,8.5,-71.1667,0.296365775
Espeletia semiglobulata,8.5,-71.1667,0.309267186
Espeletia semiglobulata,8.5,-71.1667,0.100145602
Espeletia semiglobulata,8.5,-71.1667,0.397065405
Espeletia semiglobulata,8.5,-71.1667,0.083000318
Espeletia semiglobulata,8.5,-71.1667,0.417780067
Espeletia semiglobulata,8.5,-71.1667,0.302421794
Espeletia semiglobulata,8.5,-71.1667,0.119529917
Espeletia semiglobulata,8.5,-71.1667,0.381900949
Espeletia semiglobulata,8.5,-71.1667,0.557561233
Espeletia semiglobulata,8.5,-71.1667,0.365524207
Espeletia spectabilis,8.5,-71.1667,0.134990862
Espeletia spectabilis,8.5,-71.1667,0.361419182
Espeletia spectabilis,8.5,-71.1667,0.65070859
Espeletia spicata,8.5,-71.1667,0.439268074
Espeletia spicata,8.5,-71.1667,0.053164528
Espeletia spicata,8.5,-71.1667,0.011039271
Espeletia spicata,8.5,-71.1667,0.699771363
Espeletia spicata,8.5,-71.1667,0.112747716
Espeletia spicata,8.5,-71.1667,0.469940561
Espeletia spicata,8.5,-71.1667,0.492888485
Espeletia spicata,8.5,-71.1667,0.4473948
Espeletia spicata,8.5,-71.1667,0.193019229
Espeletia spicata,8.5,-71.1667,0.311632987
Espeletia tenorae,8.5,-71.1667,0.061000471
Espeletia thyrsiformis,8.5,-71.1667,0.178463684
Espeletia thyrsiformis,8.5,-71.1667,0.448101671
Espeletia thyrsiformis,8.5,-71.1667,0.27128198
Espeletia thyrsiformis,8.5,-71.1667,0.10478523
Espeletia timotensis,8.5,-71.1667,0.461899699
Espeletia timotensis,8.5,-71.1667,0.222852345
Espeletia timotensis,8.5,-71.1667,0.570668031
Espeletia timotensis,8.5,-71.1667,0.219235682
Espeletia timotensis,8.5,-71.1667,0.297188967
Espeletia timotensis,8.5,-71.1667,0.189625757
Espeletia timotensis,8.5,-71.1667,0.362073971
Espeletia timotensis,8.5,-71.1667,0.34509244
Espeletia timotensis,8.5,-71.1667,0.704987344
Espeletia timotensis,8.5,-71.1667,0.649519812
Espeletia timotensis,8.5,-71.1667,0.181927418
Espeletia timotensis,8.5,-71.1667,0.312954573
Espeletia weddellii,8.5,-71.1667,0.299276961
Espeletia weddellii,8.5,-71.1667,0.272231012
Espeletia weddellii,8.5,-71.1667,0.308391726
Espeletia weddellii,8.5,-71.1667,0.441628991
Espeletia weddellii,8.5,-71.1667,0.641089129
Espeletia timotensis,8.55823,-71.0867,0.091887756
Espeletia elongata,8.55149,-71.084,0.175078817
Espeletia atropurpurea,8.5558,-71.0834,0.120356863
Espeletia atropurpurea,8.55422,-71.082,0.351875869
Espeletia atropurpurea,8.55422,-71.082,0.14705599
Espeletia atropurpurea,8.55422,-71.082,0.012361596
Espeletia atropurpurea,8.55422,-71.082,0.33141706
Espeletia moritziana,8.53291,-71.0618,0.165272224
Espeletia spicata,8.5473,-71.0571,0.259110339
Espeletia spicata,8.5473,-71.0571,0.355454261
Espeletia schultzii,8.77072,-71.045,0.402153994
Espeletia moritziana,8.76998,-71.0441,0.017391613
Espeletia schultzii,8.77995,-71.0352,0.298301459
Espeletia neriifolia,8.3921,-71.023,0.22607419
Espeletia moritziana,8.575,-71.022,0.082435553
Espeletia lucida,8.59162,-71.0208,0.187669816
Espeletia spicata,8.583333,-71.016667,0.365485989
Espeletia spicata,8.583333,-71.016667,0.061139084
Espeletia moritziana,8.57792,-71.0086,0.042256711
Espeletia spicata,8.58052,-71.0073,0.429948869
Espeletia schultzii,8.79525,-71.0061,0.480077022
Espeletia moritziana,8.56311,-70.9992,0.394041719
Espeletia moritziana,8.56627,-70.9955,0.062728669
Espeletia moritziana,8.56627,-70.9955,0.157888104
Espeletia schultzii,8.79672,-70.9951,0.149422253
Espeletia timotensis,8.873611,-70.9675,0.332744278
Espeletia moritziana,8.83119,-70.9378,0.604709192
Espeletia timotensis,8.78885,-70.9349,0.40402755
Espeletia timotensis,8.78885,-70.9349,0.090417938
Espeletia timotensis,8.78885,-70.9349,0.698911852
Espeletia timotensis,8.78885,-70.9349,0.451802841
Espeletia timotensis,8.78885,-70.9349,0.1597037
Espeletia timotensis,8.873611,-70.934167,0.189659405
Espeletia timotensis,8.873611,-70.934167,0.333305966
Espeletia semiglobulata,8.8,-70.93333,0.202590555
Espeletia timotensis,8.78818,-70.933,0.269030513
Espeletia timotensis,8.78927,-70.9317,0.009622568
Espeletia schultzii,8.81084,-70.9309,0.145216367
Espeletia schultzii,8.82551,-70.9233,0.190508898
Espeletia schultzii,8.80024,-70.9136,0.629027911
Espeletia schultzii,8.80533,-70.9134,0.200061034
Espeletia moritziana,8.79683,-70.9127,0.487404352
Espeletia schultzii,8.81346,-70.9126,0.634819997
Espeletia moritziana,8.81324,-70.9116,0.324121933
Espeletia spicata,8.99138,-70.8754,0.45688971
Espeletia spicata,8.99138,-70.8754,0.157091899
Espeletia moritziana,8.83676,-70.8741,0.093704465
Espeletia spicata,8.90341,-70.8727,0.384673721
Espeletia elongata,9.00552,-70.8721,0.36533657
Espeletia spicata,8.90156,-70.8654,0.536992001
Espeletia albarregensis,8.9094,-70.8592,0.514987465
Espeletia spicata,8.86142,-70.859,0.147233732
Espeletia schultzii,8.83738,-70.8571,0.52163616
Espeletia spicata,8.86019,-70.8565,0.0872273
Espeletia timotensis,8.87904,-70.8544,0.168046545
Espeletia timotensis,8.87904,-70.8544,0.387843599
Espeletia timotensis,8.87904,-70.8544,0.020306557
Espeletia timotensis,8.87904,-70.8544,0.225098659
Espeletia timotensis,8.87904,-70.8544,0.457740645
Espeletia elongata,9.05357,-70.8475,0.437197273
Espeletia schultzii,8.83621,-70.8448,0.537019929
Espeletia schultzii,8.84742,-70.8428,0.492280274
Espeletia spicata,8.87014,-70.8426,0.154803323
Espeletia timotensis,8.93843,-70.8418,0.206814425
Espeletia moritziana,8.84636,-70.8346,0.492343169
Espeletia timotensis,8.94655,-70.8346,0.198934951
Espeletia timotensis,8.94655,-70.8346,0.369373608
Espeletia timotensis,8.94655,-70.8346,0.344248294
Espeletia timotensis,8.94655,-70.8346,0.391201117
Espeletia timotensis,8.94655,-70.8346,0.566802537
Espeletia semiglobulata,8.88735,-70.8335,0.454605624
Espeletia spicata,8.866667,-70.833333,0.264448239
Espeletia weddelii,9.66666,-70.83333,0.116425103
Espeletia moritziana,8.84535,-70.8311,0.307923776
Espeletia schultzii,8.79228,-70.831,0.198384805
Espeletia schultzii,8.8002,-70.831,0.62377515
Espeletia schultzii,8.7986,-70.8285,0.424298716
Espeletia schultzii,8.7986,-70.8285,0.078897613
Espeletia schultzii,8.7986,-70.8285,0.06540832
Espeletia schultzii,8.7986,-70.8285,0.449871521
Espeletia schultzii,8.7986,-70.8285,0.267169705
Espeletia schultzii,8.7986,-70.8285,0.308497108
Espeletia schultzii,8.7986,-70.8285,0.41595995
Espeletia spicata,8.78883,-70.8281,0.106667703
Espeletia moritziana,8.84467,-70.828,0.302703926
Espeletia moritziana,8.84467,-70.828,0.35208195
Espeletia moritziana,8.84467,-70.828,0.392941091
Espeletia moritziana,8.84467,-70.828,0.200403661
Espeletia moritziana,8.84467,-70.828,0.026743125
Espeletia moritziana,8.845,-70.8275,0.104586927
Espeletia moritziana,8.845,-70.8275,0.293571734
Espeletia semiglobulata,8.845,-70.8275,0.235009603
Espeletia timotensis,8.845,-70.8275,0.03880642
Espeletia schultzii,8.79907,-70.8271,0.184238381
Espeletia timotensis,8.84836,-70.8265,0.101234262
Espeletia timotensis,8.84836,-70.8265,0.165176566
Espeletia timotensis,8.84836,-70.8265,0.353303034
Espeletia timotensis,8.84836,-70.8265,0.464818689
Espeletia moritziana,8.84839,-70.8256,0.490883621
Espeletia schultzii,8.80181,-70.8252,0.063445191
Espeletia moritziana,8.85159,-70.8247,0.376090623
Espeletia moritziana,8.85056,-70.8241,0.354600347
Espeletia timotensis,8.85035,-70.8237,0.278801264
Espeletia moritziana,8.77261,-70.8235,0.205260381
Espeletia schultzii,8.79263,-70.8232,0.38900296
Espeletia timotensis,8.85032,-70.823,0.929143015
Espeletia timotensis,8.85769,-70.8228,0.24610437
Espeletia moritziana,8.85303,-70.8227,0.07020852
Espeletia timotensis,8.77285,-70.8226,0.16100611
Espeletia timotensis,8.85226,-70.8222,0.45896225
Espeletia timotensis,8.85226,-70.8222,0.00431787
Espeletia timotensis,8.85226,-70.8222,0.349011007
Espeletia timotensis,8.85226,-70.8222,0.126948038
Espeletia timotensis,8.85226,-70.8222,0.314821698
Espeletia timotensis,8.85226,-70.8222,0.186874023
Espeletia timotensis,8.85226,-70.8222,0.398147926
Espeletia timotensis,8.85226,-70.8222,0.599427323
Espeletia timotensis,8.85687,-70.8221,0.690834464
Espeletia semiglobulata,8.83855,-70.8169,0.241177262
Espeletia schultzii,8.85345,-70.8108,0.559782135
Espeletia moritziana,8.86154,-70.8106,0.320558565
Espeletia moritziana,8.85331,-70.8102,0.335400752
Espeletia batata,8.86076,-70.8093,0.36994475
Espeletia timotensis,8.86076,-70.8093,0.130468742
Espeletia semiglobulata,8.78492,-70.8069,0.024863715
Espeletia moritziana,8.87513,-70.8059,0.193326049
Espeletia occulta,8.78819,-70.8056,0.413902411
Espeletia moritziana,8.89112,-70.8038,0.575844441
Espeletia moritziana,8.8486,-70.8022,0.118218754
Espeletia timotensis,8.85062,-70.802,0.020884524
Espeletia batata,8.85384,-70.7964,0.579999537
Espeletia schultzii,8.78917,-70.7888,0.21467863
Espeletia schultzii,8.78917,-70.7888,0.382834228
Espeletia schultzii,8.78917,-70.7888,0.718467743
Espeletia schultzii,8.84345,-70.7767,0.448861474
Espeletia schultzii,8.92105,-70.7745,0.503550715
Espeletia schultzii,8.8,-70.76666,0.109908575
Espeletia schultzii,8.98264,-70.7617,0.311570567
Espeletia moritziana,8.76941,-70.7245,0.277889992
Espeletia moritziana,8.77422,-70.7228,0.242020331
Espeletia moritziana,8.77422,-70.7228,0.369996862
Espeletia moritziana,8.77422,-70.7228,0.223218266
Espeletia moritziana,8.77213,-70.7211,0.564367053
Espeletia weddelii,8.80512,-70.7146,0.096078372
Espeletia moritziana,8.77471,-70.7132,0.033506488
Espeletia moritziana,8.77471,-70.7132,0.122695543
Espeletia moritziana,8.77471,-70.7132,0.124850132
Espeletia moritziana,8.77471,-70.7132,0.740552003
Espeletia moritziana,8.77471,-70.7132,0.456046344
Espeletia moritziana,8.77471,-70.7132,0.596979021
Espeletia schultzii,8.84449,-70.6864,0.13101164
Espeletia weddelii,8.92824,-70.5867,0.348089521
Espeletia weddelii,8.92824,-70.5867,0.495598967
Espeletia marthae,8.98691,-70.5788,0.476532832
Espeletia marthae,8.98691,-70.5788,0.481793066
Espeletia tenorae,9.00095,-70.5758,0.242596352
Espeletia marthae,8.99579,-70.5601,0.092150965
Espeletia marthae,8.99579,-70.5601,0.112413289
Espeletia tenorae,8.94125,-70.5504,0.61763472
Espeletia emmanuelis,9.47056,-70.54972,0.28548655
Espeletia schultzii,9.47056,-70.54972,0.076551971
Espeletia weddelii,8.88652,-70.5018,0.156561009
Espeletia trujillensis,9.083333,-70.5,0.180332598
Espeletia aristeguietana,9.4167,-70.5,0.364216824
Espeletia aristeguietana,9.4167,-70.5,0.301037606
Espeletia frailejonota,9.4167,-70.5,0.157103613
Espeletia frailejonota,9.4167,-70.5,0.504831626
Espeletia griffinii,9.4167,-70.5,0.465584223
Espeletia jabonensis,9.4167,-70.5,0.31568587
Espeletia jabonensis,9.4167,-70.5,0.523525033
Espeletia jabonensis,9.4167,-70.5,0.441878514
Espeletia lopez-palacii,9.4167,-70.5,0.239505899
Espeletia lopez-palacii,9.4167,-70.5,0.573137802
Espeletia lopez-palacii,9.4167,-70.5,0.024979862
Espeletia lopez-palacii,9.4167,-70.5,0.351081868
Espeletia lopez-palacii,9.4167,-70.5,0.1743849
Espeletia lopez-palacii,9.4167,-70.5,0.034176936
Espeletia neriifolia,9.4167,-70.5,0.329933898
Espeletia neriifolia,9.4167,-70.5,0.306671076
Espeletia neriifolia,9.4167,-70.5,0.211286848
Espeletia neriifolia,9.4167,-70.5,0.39328703
Espeletia neriifolia,9.4167,-70.5,0.300536687
Espeletia neriifolia,9.4167,-70.5,0.007762215
Espeletia neriifolia,9.4167,-70.5,0.323791917
Espeletia neriifolia,9.4167,-70.5,0.114601146
Espeletia neriifolia,9.4167,-70.5,0.760346368
Espeletia occulta,9.4167,-70.5,0.258737219
Espeletia occulta,9.4167,-70.5,0.266720332
Espeletia occulta,9.4167,-70.5,0.155981684
Espeletia paltonioides,9.4167,-70.5,0.61907057
Espeletia paltonioides,9.4167,-70.5,0.276244101
Espeletia paltonioides,9.4167,-70.5,0.162999523
Espeletia paltonioides,9.4167,-70.5,0.333174837
Espeletia paltonioides,9.4167,-70.5,0.381337474
Espeletia schultzii,9.4167,-70.5,0.423448925
Espeletia schultzii,9.4167,-70.5,0.205823236
Espeletia schultzii,9.4167,-70.5,0.122336438
Espeletia tenorae,9.4167,-70.5,0.721649921
Espeletia trujillensis,9.4167,-70.5,0.01208434
Espeletia trujillensis,9.4167,-70.5,0.057926762
Espeletia trujillensis,9.4167,-70.5,0.587717176
Espeletia vergarae,9.4167,-70.5,0.561319393
Espeletia viridis,9.4167,-70.5,0.315958529
Espeletia viridis,9.4167,-70.5,0.414311084
Espeletia viridis,9.4167,-70.5,0.053588477
Espeletia viridis,9.4167,-70.5,0.310398065
Espeletia viridis,9.4167,-70.5,0.240868723
Espeletia viridis,9.4167,-70.5,0.069014258
Espeletia viridis,9.4167,-70.5,0.465864799
Espeletia wurdackii,9.4167,-70.5,0.394364189
Espeletia wurdackii,9.4167,-70.5,0.096999732
Espeletia wurdackii,9.4167,-70.5,0.098416043
Espeletia wurdackii,9.4167,-70.5,0.592416085
Espeletia nana,9.10894,-70.4962,0.42310292
Espeletia nana,9.10894,-70.4962,0.151748661
Espeletia weddelii,9.12139,-70.4906,0.44823502
Espeletia weddelii,9.11306,-70.40083,0.160472656
Espeletia neriifolia,9.3135,-70.3397,0.462753123
Espeletia aristeguietana,9.31438,-70.339,0.036390684
Espeletia aristeguietana,9.31438,-70.339,0.661752709
Espeletia aristeguietana,9.30826,-70.3386,0.077298507
Espeletia neriifolia,9.42,-70.33,0.280981066
Espeletia neriifolia,9.42433,-70.3254,0.279572595
Espeletia neriifolia,9.40072,-70.3072,0.349679932
Espeletia schultzii,9.38659,-70.2799,0.212544498
Espeletia schultzii,9.38659,-70.2799,0.461364444
Espeletia neriifolia,9.24426,-70.26938,0.167976028
Espeletia neriifolia,9.16666,-70.25,0.162097983
Espeletia griffinii,9.25,-70.2083,0.169812328
Espeletia griffinii,9.17055,-70.1875,0.096713184
Espeletia paltonioides,9.25,-70.183333,0.354749626
Espeletia paltonioides,9.25,-70.183333,0.196680449
Espeletia paltonioides,9.25,-70.183333,0.612737233
Espeletia trujillensis,9.25,-70.183333,0.111025884
Espeletia trujillensis,9.25,-70.183333,0.442287878
Espeletia trujillensis,9.25,-70.183333,0.207969048
Espeletia trujillensis,9.25,-70.183333,0.26594278
Espeletia paltonioides,9.23333,-70.18333,0.468557662
Espeletia trujillensis,9.23,-70.18,0.258085529
Espeletia griffinii,9.233333,-70.166667,0.115368544
Espeletia lopez-palacii,9.233333,-70.166667,0.100810776
Espeletia jabonensis,9.48333,-70.15,0.12054419
Espeletia vergarae,9.667,-70.15,0.140755037
Espeletia neriifolia,9.69,-70.14,0.327322274
Espeletia neriifolia,9.5661,-70.1197,0.327053811
Espeletia ulotricha,9.5661,-70.1197,0.327517866
Espeletia ulotricha,9.52749,-70.1133,0.607113115
Espeletia liscanoana,9.52772,-70.1133,0.419800685
Espeletia ulotricha,9.5328,-70.1111,0.290653798
Espeletia jabonensis,9.52163,-70.1051,0.473252733
Espeletia parvula,9.51305,-70.1033,0.089550847
Espeletia paltonioides,9.54022,-70.0998,0.222360384
Espeletia paltonioides,9.53914,-70.0992,0.495981619
Espeletia paltonioides,9.53779,-70.0985,0.14113345
Espeletia paltonioides,9.53709,-70.0975,0.292268166
Espeletia paltonioides,9.53707,-70.0968,0.585472581
Espeletia paltonioides,9.53699,-70.0966,0.442650944
Espeletia vergarae,9.54324,-70.0955,0.270211938
Espeletia paltonioides,9.53689,-70.0952,0.047624221
Espeletia vergarae,9.54235,-70.0951,0.022656676
Espeletia vergarae,9.54209,-70.0947,0.468387347
Espeletia vergarae,9.54208,-70.0944,0.408176563
Espeletia vergarae,9.83,-70.05,0.043695804
Espeletia weddelii,9.83333,-70.05,0.481255731
Espeletia neriifolia,9.7019,-70.0467,0.566283604
Espeletia jabonensis,10.1667,-69.8333,0.444343541
Espeletia neriifolia,10.1667,-69.8333,0.505312795
Espeletia ulotricha,10.1667,-69.8333,0.417585937
Espeletia neriifolia,9.41666,-69.5,0.193236693
