Taxon,SpeciesGroup,decimalLatitude,decimalLongitude,Rate
Phlegmariurus dichotomus,dichotomus,8.405556,-83.336111,0.109
Phlegmariurus dichotomus,dichotomus,8.4,-83.33,0.109
Phlegmariurus dichotomus,dichotomus,8.7,-83.231389,0.109
Phlegmariurus dichotomus,dichotomus,8.65,-83.16,0.109
Phlegmariurus dichotomus,dichotomus,9.501389,-82.968056,0.109
Phlegmariurus dichotomus,dichotomus,9.5,-82.96,0.109
Phlegmariurus dichotomus,dichotomus,8.83833,-82.325,0.109
Phlegmariurus dichotomus,dichotomus,8.75,-82.233333,0.109
Phlegmariurus dichotomus,dichotomus,26.0389,-81.4056,0.109
Phlegmariurus dichotomus,dichotomus,8.685,-80.454167,0.109
Phlegmariurus dichotomus,dichotomus,21.9778,-80.14389,0.109
Phlegmariurus dichotomus,dichotomus,8.507188,-80.102665,0.109
Phlegmariurus dichotomus,dichotomus,-2.175392,-79.94985,0.109
Phlegmariurus dichotomus,dichotomus,8.68333,-79.91666,0.109
Phlegmariurus dichotomus,dichotomus,9.14861,-79.85805,0.109
Phlegmariurus dichotomus,dichotomus,9.14138,-79.84305,0.109
Phlegmariurus dichotomus,dichotomus,9.163611,-79.838055,0.109
Phlegmariurus dichotomus,dichotomus,0.35,-79.7,0.109
Phlegmariurus dichotomus,dichotomus,9.50833,-79.69166,0.109
Phlegmariurus dichotomus,dichotomus,9.5,-79.666667,0.109
Phlegmariurus dichotomus,dichotomus,9.391667,-79.65,0.109
Phlegmariurus dichotomus,dichotomus,9.183611,-79.583889,0.109
Phlegmariurus dichotomus,dichotomus,9.305,-79.58222,0.109
Phlegmariurus dichotomus,dichotomus,9.19166,-79.55,0.109
Phlegmariurus dichotomus,dichotomus,9.24861,-79.55,0.109
Phlegmariurus dichotomus,dichotomus,-1.5,-79.4167,0.109
Phlegmariurus dichotomus,dichotomus,-4.4756,-79.1633,0.109
Phlegmariurus dichotomus,dichotomus,21.62117,-79.03635,0.109
Phlegmariurus dichotomus,dichotomus,-0.42469,-79.004165,0.109
Phlegmariurus dichotomus,dichotomus,-0.424587,-79.001281,0.109
Phlegmariurus dichotomus,dichotomus,-0.31666,-79,0.109
Phlegmariurus dichotomus,dichotomus,-0.420054,-78.997987,0.109
Phlegmariurus dichotomus,dichotomus,-0.419775,-78.991053,0.109
Phlegmariurus dichotomus,dichotomus,-0.425581,-78.982904,0.109
Phlegmariurus dichotomus,dichotomus,-0.432365,-78.978111,0.109
Phlegmariurus dichotomus,dichotomus,-1.4628,-78.1869,0.109
Phlegmariurus dichotomus,dichotomus,18.151419,-77.319014,0.109
Phlegmariurus dichotomus,dichotomus,4.16666,-77.16666,0.109
Phlegmariurus dichotomus,dichotomus,18.046667,-76.579167,0.109
Phlegmariurus dichotomus,dichotomus,3.75,-76.5,0.109
Phlegmariurus dichotomus,dichotomus,7.33333,-76.5,0.109
Phlegmariurus dichotomus,dichotomus,18.066667,-76.333333,0.109
Phlegmariurus dichotomus,dichotomus,20.014444,-76.055298,0.109
Phlegmariurus dichotomus,dichotomus,20.5,-76,0.109
Phlegmariurus dichotomus,dichotomus,14.5256,-75.8183,0.109
Phlegmariurus dichotomus,dichotomus,-10.5,-75.05,0.109
Phlegmariurus dichotomus,dichotomus,20.316668,-75,0.109
Phlegmariurus dichotomus,dichotomus,20.183332,-74.583336,0.109
Phlegmariurus dichotomus,dichotomus,2.6857,-74.1674,0.109
Phlegmariurus dichotomus,dichotomus,18.42,-73.9,0.109
Phlegmariurus dichotomus,dichotomus,18.38,-73.88,0.109
Phlegmariurus dichotomus,dichotomus,4.757222,-73.305556,0.109
Phlegmariurus dichotomus,dichotomus,18.05,-71.1583,0.109
Phlegmariurus dichotomus,dichotomus,0.788333,-66.020833,0.109
Phlegmariurus dichotomus,dichotomus,0.787222,-66.02,0.109
Phlegmariurus dichotomus,dichotomus,5.75,-62.533333,0.109
Phlegmariurus dichotomus,dichotomus,12.087921,-61.71713,0.109
Phlegmariurus dichotomus,dichotomus,12.1167,-61.6667,0.109
Phlegmariurus dichotomus,dichotomus,16.26148,-61.55207,0.109
Phlegmariurus dichotomus,dichotomus,15.227615,-61.360859,0.109
Phlegmariurus dichotomus,dichotomus,15.372378,-61.255377,0.109
Phlegmariurus dichotomus,dichotomus,10.468643,-61.253172,0.109
Phlegmariurus dichotomus,dichotomus,9.25472,-60.95,0.109
Phlegmariurus dichotomus,dichotomus,2,-59.25,0.109
Phlegmariurus dichotomus,dichotomus,1.566667,-59.233333,0.109
Phlegmariurus dichotomus,dichotomus,-12.533333,-59.183333,0.109
Phlegmariurus dichotomus,dichotomus,2.9,-59.116667,0.109
Phlegmariurus dichotomus,dichotomus,3,-59,0.109
Phlegmariurus dichotomus,dichotomus,3.268,-58.779,0.109
Phlegmariurus dichotomus,dichotomus,-9.66,-55.91,0.109
Phlegmariurus dichotomus,dichotomus,-0.221111,-55.165833,0.109
Phlegmariurus dichotomus,dichotomus,-0.220997,-55.16572,0.109
Phlegmariurus dichotomus,dichotomus,-0.229444,-55.1425,0.109
Phlegmariurus dichotomus,dichotomus,-0.229505,-55.14243,0.109
Phlegmariurus dichotomus,dichotomus,3.6,-53.28,0.109
Phlegmariurus dichotomus,dichotomus,3.533333,-53.2,0.109
Phlegmariurus dichotomus,dichotomus,-4,-53,0.109
Phlegmariurus dichotomus,dichotomus,4.600061,-52.26742,0.109
Phlegmariurus dichotomus,dichotomus,4.551704,-52.155911,0.109
Phlegmariurus dichotomus,dichotomus,-3.866667,-49.733333,0.109
Phlegmariurus dichotomus,dichotomus,-25.535278,-48.331111,0.109
Phlegmariurus dichotomus,dichotomus,-5,-40,0.109
Phlegmariurus echinatus,hartwegianus,-5.6828,-79.2481,0.173
Phlegmariurus echinatus,hartwegianus,-4.382972,-79.150444,0.173
Phlegmariurus echinatus,hartwegianus,-0.379392,-78.076649,0.173
Phlegmariurus echinatus,hartwegianus,0.58,-77.7,0.173
Phlegmariurus echinatus,hartwegianus,3.901155,-73.073369,0.173
Phlegmariurus echinatus,hartwegianus,4.1,-72.908889,0.173
Phlegmariurus ericifolius,aqualupianus,-3.98333,-79.1,0.097
Phlegmariurus ericifolius,aqualupianus,-4.266667,-78.666667,0.097
Phlegmariurus ericifolius,aqualupianus,-3.63388,-78.42555,0.097
Phlegmariurus ericifolius,aqualupianus,-3.5789,-78.4031,0.097
Phlegmariurus ericifolius,aqualupianus,-3.57888,-78.40305,0.097
Phlegmariurus ericifolius,aqualupianus,-2.67,-78,0.097
Phlegmariurus ericifolius,aqualupianus,-15.03333,-68.48333,0.097
Phlegmariurus espinosanus,crassus,-3.66666,-79.25,0.201
Phlegmariurus eversus,reflexus,10.136111,-84.106944,0.189
Phlegmariurus eversus,reflexus,10.136111,-84.106944,0.187
Phlegmariurus eversus,reflexus,10.13,-84.1,0.189
Phlegmariurus eversus,reflexus,10.13,-84.1,0.187
Phlegmariurus eversus,reflexus,9.680556,-83.854167,0.189
Phlegmariurus eversus,reflexus,9.680556,-83.854167,0.187
Phlegmariurus eversus,reflexus,9.68,-83.85,0.189
Phlegmariurus eversus,reflexus,9.68,-83.85,0.187
Phlegmariurus eversus,reflexus,9.61666,-83.81944,0.189
Phlegmariurus eversus,reflexus,9.61666,-83.81944,0.187
Phlegmariurus eversus,reflexus,10.01,-83.75,0.189
Phlegmariurus eversus,reflexus,10.01,-83.75,0.187
Phlegmariurus eversus,reflexus,-4.08874,-79.65455,0.189
Phlegmariurus eversus,reflexus,-4.08874,-79.65455,0.187
Phlegmariurus eversus,reflexus,-4.1667,-79.5,0.189
Phlegmariurus eversus,reflexus,-4.1667,-79.5,0.187
Phlegmariurus eversus,reflexus,-4.4756,-79.1633,0.189
Phlegmariurus eversus,reflexus,-4.4756,-79.1633,0.187
Phlegmariurus eversus,reflexus,-4.45,-79.15,0.189
Phlegmariurus eversus,reflexus,-4.45,-79.15,0.187
Phlegmariurus eversus,reflexus,-4,-79.15,0.189
Phlegmariurus eversus,reflexus,-4,-79.15,0.187
Phlegmariurus eversus,reflexus,-4.383333,-79.133333,0.189
Phlegmariurus eversus,reflexus,-4.383333,-79.133333,0.187
Phlegmariurus eversus,reflexus,-4.38333,-79.13333,0.189
Phlegmariurus eversus,reflexus,-4.38333,-79.13333,0.187
Phlegmariurus eversus,reflexus,-1.5833,-79.0833,0.189
Phlegmariurus eversus,reflexus,-1.5833,-79.0833,0.187
Phlegmariurus eversus,reflexus,-3,-79,0.189
Phlegmariurus eversus,reflexus,-3,-79,0.187
Phlegmariurus eversus,reflexus,-0.5144,-78.9956,0.189
Phlegmariurus eversus,reflexus,-0.5144,-78.9956,0.187
Phlegmariurus eversus,reflexus,-4.16932,-78.90216,0.189
Phlegmariurus eversus,reflexus,-4.16932,-78.90216,0.187
Phlegmariurus eversus,reflexus,-4.25,-78.8333,0.189
Phlegmariurus eversus,reflexus,-4.25,-78.8333,0.187
Phlegmariurus eversus,reflexus,-0.8333,-78.8333,0.189
Phlegmariurus eversus,reflexus,-0.8333,-78.8333,0.187
Phlegmariurus eversus,reflexus,-0.15304,-78.7811,0.189
Phlegmariurus eversus,reflexus,-0.15304,-78.7811,0.187
Phlegmariurus eversus,reflexus,-3.15,-78.71666,0.189
Phlegmariurus eversus,reflexus,-3.15,-78.71666,0.187
Phlegmariurus eversus,reflexus,-0.1667,-78.6667,0.189
Phlegmariurus eversus,reflexus,-0.1667,-78.6667,0.187
Phlegmariurus eversus,reflexus,-3,-78.66666,0.189
Phlegmariurus eversus,reflexus,-3,-78.66666,0.187
Phlegmariurus eversus,reflexus,-3.15,-78.65,0.189
Phlegmariurus eversus,reflexus,-3.15,-78.65,0.187
Phlegmariurus eversus,reflexus,-2.58333,-78.65,0.189
Phlegmariurus eversus,reflexus,-2.58333,-78.65,0.187
Phlegmariurus eversus,reflexus,-3.033333,-78.633333,0.189
Phlegmariurus eversus,reflexus,-3.033333,-78.633333,0.187
Phlegmariurus eversus,reflexus,-0.283333,-78.616667,0.189
Phlegmariurus eversus,reflexus,-0.283333,-78.616667,0.187
Phlegmariurus eversus,reflexus,-0.21666,-78.61666,0.189
Phlegmariurus eversus,reflexus,-0.21666,-78.61666,0.187
Phlegmariurus eversus,reflexus,-0.05,-78.61666,0.189
Phlegmariurus eversus,reflexus,-0.05,-78.61666,0.187
Phlegmariurus eversus,reflexus,-2.783333,-78.566667,0.189
Phlegmariurus eversus,reflexus,-2.783333,-78.566667,0.187
Phlegmariurus eversus,reflexus,-3.016667,-78.55,0.189
Phlegmariurus eversus,reflexus,-3.016667,-78.55,0.187
Phlegmariurus eversus,reflexus,0.36666,-78.46666,0.189
Phlegmariurus eversus,reflexus,0.36666,-78.46666,0.187
Phlegmariurus eversus,reflexus,0.38333,-78.46666,0.189
Phlegmariurus eversus,reflexus,0.38333,-78.46666,0.187
Phlegmariurus eversus,reflexus,0.35,-78.45,0.189
Phlegmariurus eversus,reflexus,0.35,-78.45,0.187
Phlegmariurus eversus,reflexus,0.3667,-78.4167,0.189
Phlegmariurus eversus,reflexus,0.3667,-78.4167,0.187
Phlegmariurus eversus,reflexus,-1.783333,-78.4,0.189
Phlegmariurus eversus,reflexus,-1.783333,-78.4,0.187
Phlegmariurus eversus,reflexus,-1.3,-78.4,0.189
Phlegmariurus eversus,reflexus,-1.3,-78.4,0.187
Phlegmariurus eversus,reflexus,-0.083333,-78.366667,0.189
Phlegmariurus eversus,reflexus,-0.083333,-78.366667,0.187
Phlegmariurus eversus,reflexus,0.25,-78.33333,0.189
Phlegmariurus eversus,reflexus,0.25,-78.33333,0.187
Phlegmariurus eversus,reflexus,0.15,-78.3,0.189
Phlegmariurus eversus,reflexus,0.15,-78.3,0.187
Phlegmariurus eversus,reflexus,-0.966667,-78.25,0.189
Phlegmariurus eversus,reflexus,-0.966667,-78.25,0.187
Phlegmariurus eversus,reflexus,0.68333,-78.16666,0.189
Phlegmariurus eversus,reflexus,0.68333,-78.16666,0.187
Phlegmariurus eversus,reflexus,-0.37333,-78.13639,0.189
Phlegmariurus eversus,reflexus,-0.37333,-78.13639,0.187
Phlegmariurus eversus,reflexus,-1.066667,-78.116667,0.189
Phlegmariurus eversus,reflexus,-1.066667,-78.116667,0.187
Phlegmariurus eversus,reflexus,0.75,-78.0833,0.189
Phlegmariurus eversus,reflexus,0.75,-78.0833,0.187
Phlegmariurus eversus,reflexus,0.833333,-78.05,0.189
Phlegmariurus eversus,reflexus,0.833333,-78.05,0.187
Phlegmariurus eversus,reflexus,0.7404,-78.04865,0.189
Phlegmariurus eversus,reflexus,0.7404,-78.04865,0.187
Phlegmariurus eversus,reflexus,-0.333333,-78.033333,0.189
Phlegmariurus eversus,reflexus,-0.333333,-78.033333,0.187
Phlegmariurus eversus,reflexus,-2.56255,-78.00575,0.189
Phlegmariurus eversus,reflexus,-2.56255,-78.00575,0.187
Phlegmariurus eversus,reflexus,-2.5,-78,0.189
Phlegmariurus eversus,reflexus,-2.5,-78,0.187
Phlegmariurus eversus,reflexus,0.4,-77.93333,0.189
Phlegmariurus eversus,reflexus,0.4,-77.93333,0.187
Phlegmariurus eversus,reflexus,-6.2167,-77.9,0.189
Phlegmariurus eversus,reflexus,-6.2167,-77.9,0.187
Phlegmariurus eversus,reflexus,-6.88105,-77.85205,0.189
Phlegmariurus eversus,reflexus,-6.88105,-77.85205,0.187
Phlegmariurus eversus,reflexus,-0.53333,-77.83333,0.189
Phlegmariurus eversus,reflexus,-0.53333,-77.83333,0.187
Phlegmariurus eversus,reflexus,-7.080111,-77.774194,0.189
Phlegmariurus eversus,reflexus,-7.080111,-77.774194,0.187
Phlegmariurus eversus,reflexus,-7.003278,-77.751861,0.189
Phlegmariurus eversus,reflexus,-7.003278,-77.751861,0.187
Phlegmariurus eversus,reflexus,0.41666,-77.75,0.189
Phlegmariurus eversus,reflexus,0.41666,-77.75,0.187
Phlegmariurus eversus,reflexus,0.416667,-77.75,0.189
Phlegmariurus eversus,reflexus,0.416667,-77.75,0.187
Phlegmariurus eversus,reflexus,0.42,-77.75,0.189
Phlegmariurus eversus,reflexus,0.42,-77.75,0.187
Phlegmariurus eversus,reflexus,0.58,-77.7,0.189
Phlegmariurus eversus,reflexus,0.58,-77.7,0.187
Phlegmariurus eversus,reflexus,0.58333,-77.7,0.189
Phlegmariurus eversus,reflexus,0.58333,-77.7,0.187
Phlegmariurus eversus,reflexus,0.733333,-77.683333,0.189
Phlegmariurus eversus,reflexus,0.733333,-77.683333,0.187
Phlegmariurus eversus,reflexus,-0.583333,-77.65,0.189
Phlegmariurus eversus,reflexus,-0.583333,-77.65,0.187
Phlegmariurus eversus,reflexus,-0.58333,-77.65,0.189
Phlegmariurus eversus,reflexus,-0.58333,-77.65,0.187
Phlegmariurus eversus,reflexus,-0.58,-77.65,0.189
Phlegmariurus eversus,reflexus,-0.58,-77.65,0.187
Phlegmariurus eversus,reflexus,0.633333,-77.633333,0.189
Phlegmariurus eversus,reflexus,0.633333,-77.633333,0.187
Phlegmariurus eversus,reflexus,0.683333,-77.633333,0.189
Phlegmariurus eversus,reflexus,0.683333,-77.633333,0.187
Phlegmariurus eversus,reflexus,0.58333,-77.63333,0.189
Phlegmariurus eversus,reflexus,0.58333,-77.63333,0.187
Phlegmariurus eversus,reflexus,0.63333,-77.63333,0.189
Phlegmariurus eversus,reflexus,0.63333,-77.63333,0.187
Phlegmariurus eversus,reflexus,0.61666,-77.61666,0.189
Phlegmariurus eversus,reflexus,0.61666,-77.61666,0.187
Phlegmariurus eversus,reflexus,0.93554,-77.59648,0.189
Phlegmariurus eversus,reflexus,0.93554,-77.59648,0.187
Phlegmariurus eversus,reflexus,0.583333,-77.5,0.189
Phlegmariurus eversus,reflexus,0.583333,-77.5,0.187
Phlegmariurus eversus,reflexus,0.907464,-77.31145,0.189
Phlegmariurus eversus,reflexus,0.907464,-77.31145,0.187
Phlegmariurus eversus,reflexus,1.2,-77.1197,0.189
Phlegmariurus eversus,reflexus,1.2,-77.1197,0.187
Phlegmariurus eversus,reflexus,3.75,-77.083333,0.189
Phlegmariurus eversus,reflexus,3.75,-77.083333,0.187
Phlegmariurus eversus,reflexus,1.49361,-76.95528,0.189
Phlegmariurus eversus,reflexus,1.49361,-76.95528,0.187
Phlegmariurus eversus,reflexus,1.18972,-76.8981,0.189
Phlegmariurus eversus,reflexus,1.18972,-76.8981,0.187
Phlegmariurus eversus,reflexus,1.18778,-76.8267,0.189
Phlegmariurus eversus,reflexus,1.18778,-76.8267,0.187
Phlegmariurus eversus,reflexus,1.187778,-76.826667,0.189
Phlegmariurus eversus,reflexus,1.187778,-76.826667,0.187
Phlegmariurus eversus,reflexus,3.75,-76.5,0.189
Phlegmariurus eversus,reflexus,3.75,-76.5,0.187
Phlegmariurus eversus,reflexus,2.383889,-76.445,0.189
Phlegmariurus eversus,reflexus,2.383889,-76.445,0.187
Phlegmariurus eversus,reflexus,2.38389,-76.445,0.189
Phlegmariurus eversus,reflexus,2.38389,-76.445,0.187
Phlegmariurus eversus,reflexus,2.384167,-76.445,0.189
Phlegmariurus eversus,reflexus,2.384167,-76.445,0.187
Phlegmariurus eversus,reflexus,2.38417,-76.445,0.189
Phlegmariurus eversus,reflexus,2.38417,-76.445,0.187
Phlegmariurus eversus,reflexus,6.5,-76.16666,0.189
Phlegmariurus eversus,reflexus,6.5,-76.16666,0.187
Phlegmariurus eversus,reflexus,2.55,-76.15,0.189
Phlegmariurus eversus,reflexus,2.55,-76.15,0.187
Phlegmariurus eversus,reflexus,-9.5,-75.8333,0.189
Phlegmariurus eversus,reflexus,-9.5,-75.8333,0.187
Phlegmariurus eversus,reflexus,5.25,-75.5,0.189
Phlegmariurus eversus,reflexus,5.25,-75.5,0.187
Phlegmariurus eversus,reflexus,-10.4244,-75.4564,0.189
Phlegmariurus eversus,reflexus,-10.4244,-75.4564,0.187
Phlegmariurus eversus,reflexus,-10.432778,-75.456389,0.189
Phlegmariurus eversus,reflexus,-10.432778,-75.456389,0.187
Phlegmariurus eversus,reflexus,4.91861,-75.4144,0.189
Phlegmariurus eversus,reflexus,4.91861,-75.4144,0.187
Phlegmariurus eversus,reflexus,6.674444,-75.408889,0.189
Phlegmariurus eversus,reflexus,6.674444,-75.408889,0.187
Phlegmariurus eversus,reflexus,4.901389,-75.352222,0.189
Phlegmariurus eversus,reflexus,4.901389,-75.352222,0.187
Phlegmariurus eversus,reflexus,4.90139,-75.3522,0.189
Phlegmariurus eversus,reflexus,4.90139,-75.3522,0.187
Phlegmariurus eversus,reflexus,-10.5,-75.25,0.189
Phlegmariurus eversus,reflexus,-10.5,-75.25,0.187
Phlegmariurus eversus,reflexus,3.75,-75.25,0.189
Phlegmariurus eversus,reflexus,3.75,-75.25,0.187
Phlegmariurus eversus,reflexus,5.774056,-75.232639,0.189
Phlegmariurus eversus,reflexus,5.774056,-75.232639,0.187
Phlegmariurus eversus,reflexus,5.768056,-75.232417,0.189
Phlegmariurus eversus,reflexus,5.768056,-75.232417,0.187
Phlegmariurus eversus,reflexus,9,-74.3333,0.189
Phlegmariurus eversus,reflexus,9,-74.3333,0.187
Phlegmariurus eversus,reflexus,4.355556,-74.194444,0.189
Phlegmariurus eversus,reflexus,4.355556,-74.194444,0.187
Phlegmariurus eversus,reflexus,4.35556,-74.1944,0.189
Phlegmariurus eversus,reflexus,4.35556,-74.1944,0.187
Phlegmariurus eversus,reflexus,-9.1839,-74.14,0.189
Phlegmariurus eversus,reflexus,-9.1839,-74.14,0.187
Phlegmariurus eversus,reflexus,-14,-74,0.189
Phlegmariurus eversus,reflexus,-14,-74,0.187
Phlegmariurus eversus,reflexus,4.474847,-73.897585,0.189
Phlegmariurus eversus,reflexus,4.474847,-73.897585,0.187
Phlegmariurus eversus,reflexus,4.706389,-73.849444,0.189
Phlegmariurus eversus,reflexus,4.706389,-73.849444,0.187
Phlegmariurus eversus,reflexus,4.70639,-73.8494,0.189
Phlegmariurus eversus,reflexus,4.70639,-73.8494,0.187
Phlegmariurus eversus,reflexus,5.774167,-73.819722,0.189
Phlegmariurus eversus,reflexus,5.774167,-73.819722,0.187
Phlegmariurus eversus,reflexus,-11.66,-73.667,0.189
Phlegmariurus eversus,reflexus,-11.66,-73.667,0.187
Phlegmariurus eversus,reflexus,3.901155,-73.073369,0.189
Phlegmariurus eversus,reflexus,3.901155,-73.073369,0.187
Phlegmariurus eversus,reflexus,8,-73,0.189
Phlegmariurus eversus,reflexus,8,-73,0.187
Phlegmariurus eversus,reflexus,-12.5,-72.5,0.189
Phlegmariurus eversus,reflexus,-12.5,-72.5,0.187
Phlegmariurus eversus,reflexus,8.5,-71.1667,0.189
Phlegmariurus eversus,reflexus,8.5,-71.1667,0.187
Phlegmariurus eversus,reflexus,9.4167,-70.5,0.189
Phlegmariurus eversus,reflexus,9.4167,-70.5,0.187
Phlegmariurus eversus,reflexus,-14.63333,-68.95,0.189
Phlegmariurus eversus,reflexus,-14.63333,-68.95,0.187
Phlegmariurus eversus,reflexus,-15.5,-68,0.189
Phlegmariurus eversus,reflexus,-15.5,-68,0.187
Phlegmariurus eversus,reflexus,-16.3,-67.82,0.189
Phlegmariurus eversus,reflexus,-16.3,-67.82,0.187
Phlegmariurus eversus,reflexus,-16.28,-67.82,0.189
Phlegmariurus eversus,reflexus,-16.28,-67.82,0.187
Phlegmariurus eversus,reflexus,-16.3,-67.8167,0.189
Phlegmariurus eversus,reflexus,-16.3,-67.8167,0.187
Phlegmariurus eversus,reflexus,-16.283333,-67.8,0.189
Phlegmariurus eversus,reflexus,-16.283333,-67.8,0.187
Phlegmariurus eversus,reflexus,-16.28,-67.8,0.189
Phlegmariurus eversus,reflexus,-16.28,-67.8,0.187
Phlegmariurus filiformis,acerosus,22.703881,-101.026701,0.137
Phlegmariurus filiformis,acerosus,18.99,-99.99,0.137
Phlegmariurus filiformis,acerosus,19.3333,-96.6667,0.137
Phlegmariurus filiformis,acerosus,16.74289,-92.69388,0.137
Phlegmariurus filiformis,acerosus,15.42613,-92.34238,0.137
Phlegmariurus filiformis,acerosus,15.470833,-90.3725,0.137
Phlegmariurus filiformis,acerosus,10.28,-84.11,0.137
Phlegmariurus filiformis,acerosus,9.83,-84.05,0.137
Phlegmariurus filiformis,acerosus,10.036944,-84.003611,0.137
Phlegmariurus filiformis,acerosus,10.0114,-83.9519,0.137
Phlegmariurus filiformis,acerosus,9.8333,-83.75,0.137
Phlegmariurus filiformis,acerosus,8.75,-82.416667,0.137
Phlegmariurus filiformis,acerosus,8.5,-82.25,0.137
Phlegmariurus filiformis,acerosus,-1.427421,-78.767071,0.137
Phlegmariurus filiformis,acerosus,19.99,-76.836667,0.137
Phlegmariurus filiformis,acerosus,18.066667,-76.583333,0.137
Phlegmariurus filiformis,acerosus,20,-76.083333,0.137
Phlegmariurus filiformis,acerosus,20.016407,-76.064722,0.137
Phlegmariurus filiformis,acerosus,20.416978,-75.462953,0.137
Phlegmariurus filiformis,acerosus,20.35,-75.05,0.137
Phlegmariurus filiformis,acerosus,3.30676,-73.919,0.137
Phlegmariurus filiformis,acerosus,10.4067,-73.5822,0.137
Phlegmariurus filiformis,acerosus,18.141335,-66.768601,0.137
Phlegmariurus filiformis,acerosus,18.042811,-66.133142,0.137
Phlegmariurus filiformis,acerosus,18.272171,-65.8293,0.137
Phlegmariurus filiformis,acerosus,18.31051,-65.791275,0.137
Phlegmariurus filiformis,acerosus,18.21107,-65.735749,0.137
Phlegmariurus filiformis,acerosus,15.334498,-61.331305,0.137
Phlegmariurus filiformis,acerosus,15.33,-61.33,0.137
Phlegmariurus filiformis,acerosus,15.372378,-61.255377,0.137
Phlegmariurus filiformis,acerosus,-21.5941317,-46.8804177,0.137
Phlegmariurus filiformis,acerosus,-21.590278,-46.88,0.137
Phlegmariurus filiformis,acerosus,-21.923056,-46.3875,0.137
Phlegmariurus filiformis,acerosus,-22.374281,-44.637876,0.137
Phlegmariurus filiformis,acerosus,-22.374167,-44.637778,0.137
Phlegmariurus filiformis,acerosus,-22.94917,-43.21667,0.137
Phlegmariurus foliaceus,dichotomus,10.5,-84.5,0.106
Phlegmariurus foliaceus,dichotomus,8.75,-82.25,0.106
Phlegmariurus foliaceus,dichotomus,8.75,-82.216667,0.106
Phlegmariurus fontinaloides,ruber,19.05,-99.98,0.151
Phlegmariurus fontinaloides,ruber,0.75,-78.0833,0.151
Phlegmariurus fontinaloides,ruber,-29.152222,-51.150556,0.151
Phlegmariurus fontinaloides,ruber,-27.275,-50.1325,0.151
Phlegmariurus fontinaloides,ruber,-27.275,-50.132222,0.151
Phlegmariurus fontinaloides,ruber,-29.370278,-50.071111,0.151
Phlegmariurus fontinaloides,ruber,-27,-50,0.151
Phlegmariurus fontinaloides,ruber,-29.072778,-49.993889,0.151
Phlegmariurus fontinaloides,ruber,-27.9,-49.86,0.151
Phlegmariurus fontinaloides,ruber,-26.909722,-49.497778,0.151
Phlegmariurus fontinaloides,ruber,-27.992222,-49.412222,0.151
Phlegmariurus fontinaloides,ruber,-27.27,-49.23,0.151
Phlegmariurus fontinaloides,ruber,-26.281944,-49.223889,0.151
Phlegmariurus fontinaloides,ruber,-26.28,-49.14,0.151
Phlegmariurus fontinaloides,ruber,-26.180556,-49.126389,0.151
Phlegmariurus fontinaloides,ruber,-26.141111,-49.101667,0.151
Phlegmariurus fontinaloides,ruber,-27.45,-49.05,0.151
Phlegmariurus fontinaloides,ruber,-25.3,-49.05,0.151
Phlegmariurus fontinaloides,ruber,-24.07,-49,0.151
Phlegmariurus fontinaloides,ruber,-26.100278,-48.960556,0.151
Phlegmariurus fontinaloides,ruber,-27.821833,-48.897389,0.151
Phlegmariurus fontinaloides,ruber,-27.45,-48.87,0.151
Phlegmariurus fontinaloides,ruber,-25.476944,-48.834444,0.151
Phlegmariurus fontinaloides,ruber,-26.3,-48.833333,0.151
Phlegmariurus fontinaloides,ruber,-25.6225,-48.694167,0.151
Phlegmariurus fontinaloides,ruber,-25.6,-48.666667,0.151
Phlegmariurus fontinaloides,ruber,-22.683333,-45.65,0.151
Phlegmariurus fontinaloides,ruber,-22.743611,-44.615556,0.151
Phlegmariurus fontinaloides,ruber,-18,-44,0.151
Phlegmariurus fontinaloides,ruber,-21.705611,-43.870972,0.151
Phlegmariurus hartwegianus,hartwegianus,15.105278,-92.0925,0.145
Phlegmariurus hartwegianus,hartwegianus,14.6667,-91.25,0.145
Phlegmariurus hartwegianus,hartwegianus,15.7422,-90.1792,0.145
Phlegmariurus hartwegianus,hartwegianus,14.53333,-88.66666,0.145
Phlegmariurus hartwegianus,hartwegianus,9.6667,-84,0.145
Phlegmariurus hartwegianus,hartwegianus,-4.1667,-79.5,0.145
Phlegmariurus hartwegianus,hartwegianus,-3.98333,-79.28333,0.145
Phlegmariurus hartwegianus,hartwegianus,-7.41666,-78.83333,0.145
Phlegmariurus hartwegianus,hartwegianus,-1.9167,-78.75,0.145
Phlegmariurus hartwegianus,hartwegianus,-1.516667,-78.483333,0.145
Phlegmariurus hartwegianus,hartwegianus,-1.51666,-78.48333,0.145
Phlegmariurus hartwegianus,hartwegianus,0.3667,-78.4167,0.145
Phlegmariurus hartwegianus,hartwegianus,0.3,-78.37,0.145
Phlegmariurus hartwegianus,hartwegianus,0.3,-78.366667,0.145
Phlegmariurus hartwegianus,hartwegianus,0.3,-78.36666,0.145
Phlegmariurus hartwegianus,hartwegianus,2.253333,-76.615,0.145
Phlegmariurus hartwegianus,hartwegianus,4.822974,-75.506823,0.145
Phlegmariurus hartwegianus,hartwegianus,4.82306,-75.5067,0.145
Phlegmariurus hartwegianus,hartwegianus,6.75,-75.33333,0.145
Phlegmariurus hartwegianus,hartwegianus,5.678107,-73.478605,0.145
Phlegmariurus hartwegianus,hartwegianus,3.901155,-73.073369,0.145
