Taxon,SpeciesGroup,decimalLatitude,decimalLongitude,Rate
Phlegmariurus crassus,crassus,-0.16935,-78.553878,0.233
Phlegmariurus crassus,crassus,-0.169715,-78.553708,0.233
Phlegmariurus crassus,crassus,-0.170314,-78.552446,0.233
Phlegmariurus crassus,crassus,-0.182188,-78.543202,0.233
Phlegmariurus crassus,crassus,-0.185218,-78.538735,0.233
Phlegmariurus crassus,crassus,-0.589077,-78.507173,0.233
Phlegmariurus crassus,crassus,-8,-78.5,0.233
Phlegmariurus crassus,crassus,-1.25,-78.5,0.233
Phlegmariurus crassus,crassus,-0.59275,-78.499086,0.233
Phlegmariurus crassus,crassus,-0.628764,-78.493871,0.233
Phlegmariurus crassus,crassus,-0.641431,-78.493334,0.233
Phlegmariurus crassus,crassus,-0.600297,-78.483288,0.233
Phlegmariurus crassus,crassus,-0.60109,-78.482935,0.233
Phlegmariurus crassus,crassus,-0.602919,-78.48124,0.233
Phlegmariurus crassus,crassus,-1.43333,-78.45,0.233
Phlegmariurus crassus,crassus,-0.683754,-78.43719,0.233
Phlegmariurus crassus,crassus,-0.649162,-78.435935,0.233
Phlegmariurus crassus,crassus,-0.739396,-78.42831,0.233
Phlegmariurus crassus,crassus,0.3667,-78.4167,0.233
Phlegmariurus crassus,crassus,-1.48333,-78.38333,0.233
Phlegmariurus crassus,crassus,-0.71666,-78.38333,0.233
Phlegmariurus crassus,crassus,-0.57,-78.37,0.233
Phlegmariurus crassus,crassus,-0.566667,-78.366667,0.233
Phlegmariurus crassus,crassus,-0.5,-78.36666,0.233
Phlegmariurus crassus,crassus,0.56666,-78.36666,0.233
Phlegmariurus crassus,crassus,-0.669722,-78.361788,0.233
Phlegmariurus crassus,crassus,-1.122483,-78.357872,0.233
Phlegmariurus crassus,crassus,-1.122478,-78.356979,0.233
Phlegmariurus crassus,crassus,-1.125874,-78.354019,0.233
Phlegmariurus crassus,crassus,-1.15,-78.35,0.233
Phlegmariurus crassus,crassus,-0.783333,-78.35,0.233
Phlegmariurus crassus,crassus,0.36666,-78.35,0.233
Phlegmariurus crassus,crassus,-0.666667,-78.333333,0.233
Phlegmariurus crassus,crassus,0.133518,-78.293518,0.233
Phlegmariurus crassus,crassus,-1.216667,-78.283333,0.233
Phlegmariurus crassus,crassus,-1.21666,-78.28333,0.233
Phlegmariurus crassus,crassus,-1.15,-78.28333,0.233
Phlegmariurus crassus,crassus,-1.22,-78.28,0.233
Phlegmariurus crassus,crassus,-0.492874,-78.274605,0.233
Phlegmariurus crassus,crassus,-0.866667,-78.266667,0.233
Phlegmariurus crassus,crassus,0.21666,-78.26666,0.233
Phlegmariurus crassus,crassus,-0.490225,-78.265442,0.233
Phlegmariurus crassus,crassus,-0.408528,-78.265396,0.233
Phlegmariurus crassus,crassus,0.134417,-78.260178,0.233
Phlegmariurus crassus,crassus,0.134808,-78.25983,0.233
Phlegmariurus crassus,crassus,-0.7,-78.25,0.233
Phlegmariurus crassus,crassus,-0.37,-78.25,0.233
Phlegmariurus crassus,crassus,-0.33333,-78.25,0.233
Phlegmariurus crassus,crassus,0.11666,-78.25,0.233
Phlegmariurus crassus,crassus,-0.536325,-78.22495,0.233
Phlegmariurus crassus,crassus,-0.33333,-78.21666,0.233
Phlegmariurus crassus,crassus,-0.53943,-78.215171,0.233
Phlegmariurus crassus,crassus,-0.336454,-78.209181,0.233
Phlegmariurus crassus,crassus,-0.331933,-78.202605,0.233
Phlegmariurus crassus,crassus,-0.33293,-78.202157,0.233
Phlegmariurus crassus,crassus,-0.333112,-78.201958,0.233
Phlegmariurus crassus,crassus,-0.32394,-78.2005,0.233
Phlegmariurus crassus,crassus,-0.283333,-78.2,0.233
Phlegmariurus crassus,crassus,-0.328654,-78.199306,0.233
Phlegmariurus crassus,crassus,-0.321858,-78.199062,0.233
Phlegmariurus crassus,crassus,-0.322293,-78.199,0.233
Phlegmariurus crassus,crassus,-0.322222,-78.198333,0.233
Phlegmariurus crassus,crassus,-0.355158,-78.19787,0.233
Phlegmariurus crassus,crassus,-0.332229,-78.19707,0.233
Phlegmariurus crassus,crassus,-0.32282,-78.193751,0.233
Phlegmariurus crassus,crassus,-0.322838,-78.193697,0.233
Phlegmariurus crassus,crassus,-0.321963,-78.193069,0.233
Phlegmariurus crassus,crassus,-0.322234,-78.19279,0.233
Phlegmariurus crassus,crassus,-0.322717,-78.192629,0.233
Phlegmariurus crassus,crassus,-0.321242,-78.192345,0.233
Phlegmariurus crassus,crassus,-0.321794,-78.192336,0.233
Phlegmariurus crassus,crassus,-0.31965,-78.191977,0.233
Phlegmariurus crassus,crassus,-0.318158,-78.191956,0.233
Phlegmariurus crassus,crassus,-0.317804,-78.191934,0.233
Phlegmariurus crassus,crassus,-0.31583,-78.191806,0.233
Phlegmariurus crassus,crassus,-0.313582,-78.191451,0.233
Phlegmariurus crassus,crassus,-0.320412,-78.191432,0.233
Phlegmariurus crassus,crassus,-0.313745,-78.191352,0.233
Phlegmariurus crassus,crassus,-0.318582,-78.191343,0.233
Phlegmariurus crassus,crassus,-0.318542,-78.191252,0.233
Phlegmariurus crassus,crassus,-1.4628,-78.1869,0.233
Phlegmariurus crassus,crassus,-0.314178,-78.186114,0.233
Phlegmariurus crassus,crassus,-0.58333,-78.18333,0.233
Phlegmariurus crassus,crassus,-0.31666,-78.18333,0.233
Phlegmariurus crassus,crassus,-0.456314,-78.182138,0.233
Phlegmariurus crassus,crassus,0.257749,-78.17914,0.233
Phlegmariurus crassus,crassus,-0.298056,-78.178889,0.233
Phlegmariurus crassus,crassus,-0.467419,-78.177375,0.233
Phlegmariurus crassus,crassus,-0.494844,-78.169098,0.233
Phlegmariurus crassus,crassus,-0.472429,-78.168898,0.233
Phlegmariurus crassus,crassus,-0.283333,-78.166667,0.233
Phlegmariurus crassus,crassus,-0.25,-78.166667,0.233
Phlegmariurus crassus,crassus,-0.5,-78.16666,0.233
Phlegmariurus crassus,crassus,-0.28333,-78.16666,0.233
Phlegmariurus crassus,crassus,-0.2,-78.16666,0.233
Phlegmariurus crassus,crassus,-0.317314,-78.162467,0.233
Phlegmariurus crassus,crassus,-0.483333,-78.15,0.233
Phlegmariurus crassus,crassus,-0.433333,-78.15,0.233
Phlegmariurus crassus,crassus,-0.266667,-78.15,0.233
Phlegmariurus crassus,crassus,-0.26666,-78.15,0.233
Phlegmariurus crassus,crassus,-0.325007,-78.147882,0.233
Phlegmariurus crassus,crassus,-0.376345,-78.145572,0.233
Phlegmariurus crassus,crassus,-0.529804,-78.145425,0.233
Phlegmariurus crassus,crassus,-0.485,-78.141389,0.233
Phlegmariurus crassus,crassus,0.75,-78.0833,0.233
Phlegmariurus crassus,crassus,-0.024449,-78.050567,0.233
Phlegmariurus crassus,crassus,-7.92,-78.02,0.233
Phlegmariurus crassus,crassus,0.006609,-78.018122,0.233
Phlegmariurus crassus,crassus,0.006792,-78.01679,0.233
Phlegmariurus crassus,crassus,0.717975,-77.981092,0.233
Phlegmariurus crassus,crassus,0.707411,-77.980703,0.233
Phlegmariurus crassus,crassus,0.716667,-77.966667,0.233
Phlegmariurus crassus,crassus,0.78333,-77.96666,0.233
Phlegmariurus crassus,crassus,0.78333,-77.95,0.233
Phlegmariurus crassus,crassus,0.783333,-77.95,0.233
Phlegmariurus crassus,crassus,0.81666,-77.95,0.233
Phlegmariurus crassus,crassus,0.745913,-77.901915,0.233
Phlegmariurus crassus,crassus,0.65,-77.883333,0.233
Phlegmariurus crassus,crassus,0.668263,-77.881226,0.233
Phlegmariurus crassus,crassus,-0.072999,-77.83674,0.233
Phlegmariurus crassus,crassus,-9.5,-77.75,0.233
Phlegmariurus crassus,crassus,1.080458,-77.718101,0.233
Phlegmariurus crassus,crassus,-0.71666,-77.71666,0.233
Phlegmariurus crassus,crassus,0.591878,-77.696342,0.233
Phlegmariurus crassus,crassus,-9.05,-77.6,0.233
Phlegmariurus crassus,crassus,-8.086111,-77.431944,0.233
Phlegmariurus crassus,crassus,1.20194,-77.3639,0.233
Phlegmariurus crassus,crassus,1.201944,-77.363889,0.233
Phlegmariurus crassus,crassus,-9.437122,-77.353161,0.233
Phlegmariurus crassus,crassus,1.21972,-77.3442,0.233
Phlegmariurus crassus,crassus,1.219722,-77.344167,0.233
Phlegmariurus crassus,crassus,-9.640242,-77.275893,0.233
Phlegmariurus crassus,crassus,1.27125,-77.238917,0.233
Phlegmariurus crassus,crassus,1.2,-77.119722,0.233
Phlegmariurus crassus,crassus,1.2,-77.1197,0.233
Phlegmariurus crassus,crassus,3.75,-76.5,0.233
Phlegmariurus crassus,crassus,2.785278,-76.023889,0.233
Phlegmariurus crassus,crassus,5.25,-75.5,0.233
Phlegmariurus crassus,crassus,-10.37944,-75.46166,0.233
Phlegmariurus crassus,crassus,4.79944,-75.46,0.233
Phlegmariurus crassus,crassus,4.918611,-75.414444,0.233
Phlegmariurus crassus,crassus,4.91861,-75.4144,0.233
Phlegmariurus crassus,crassus,4.77412,-75.395694,0.233
Phlegmariurus crassus,crassus,4.911944,-75.376111,0.233
Phlegmariurus crassus,crassus,4.91194,-75.3761,0.233
Phlegmariurus crassus,crassus,4.831067,-75.375222,0.233
Phlegmariurus crassus,crassus,4.708,-75.375,0.233
Phlegmariurus crassus,crassus,4.91139,-75.3703,0.233
Phlegmariurus crassus,crassus,4.911389,-75.370278,0.233
Phlegmariurus crassus,crassus,4.92417,-75.3536,0.233
Phlegmariurus crassus,crassus,4.943333,-75.351111,0.233
Phlegmariurus crassus,crassus,4.94333,-75.3511,0.233
Phlegmariurus crassus,crassus,4.756667,-75.349444,0.233
Phlegmariurus crassus,crassus,4.75667,-75.3494,0.233
Phlegmariurus crassus,crassus,4.666788,-75.343904,0.233
Phlegmariurus crassus,crassus,4.8925,-75.32361,0.233
Phlegmariurus crassus,crassus,3.75,-75.25,0.233
Phlegmariurus crassus,crassus,-11.5,-75,0.233
Phlegmariurus crassus,crassus,-9.1839,-74.14,0.233
Phlegmariurus crassus,crassus,10.75,-73.633333,0.233
Phlegmariurus crassus,crassus,10.75,-73.6333,0.233
Phlegmariurus crassus,crassus,6.47716,-72.3451,0.233
Phlegmariurus crassus,crassus,6.47722,-72.345,0.233
Phlegmariurus crassus,crassus,-13.32916,-72.335815,0.233
Phlegmariurus crassus,crassus,6.408511,-72.330261,0.233
Phlegmariurus crassus,crassus,6.366055,-72.327601,0.233
Phlegmariurus crassus,crassus,6.366401,-72.324502,0.233
Phlegmariurus crassus,crassus,6.446111,-72.321944,0.233
Phlegmariurus crassus,crassus,6.44606,-72.3218,0.233
Phlegmariurus crassus,crassus,6.3443,-72.3182,0.233
Phlegmariurus crassus,crassus,6.48083,-72.3181,0.233
Phlegmariurus crassus,crassus,6.400539,-72.310992,0.233
Phlegmariurus crassus,crassus,6.396408,-72.310537,0.233
Phlegmariurus crassus,crassus,6.397793,-72.310191,0.233
Phlegmariurus crassus,crassus,18.72,-70.58,0.233
Phlegmariurus crassus,crassus,-15.5,-68,0.233
Phlegmariurus crassus,crassus,-16.33,-67.98,0.233
Phlegmariurus crassus,crassus,-16.3,-67.97,0.233
Phlegmariurus crassus,crassus,-16.28333,-67.9,0.233
Phlegmariurus crassus,crassus,-16.28333,-67.88333,0.233
Phlegmariurus crassus,crassus,-16.3,-67.85,0.233
Phlegmariurus cuernavacensis,hartwegianus,23.562219,-105.8364,0.135
Phlegmariurus cuernavacensis,hartwegianus,17.6667,-100,0.135
Phlegmariurus cuernavacensis,hartwegianus,17.6,-99.55,0.135
Phlegmariurus cuernavacensis,hartwegianus,18.918611,-99.234167,0.135
Phlegmariurus cuernavacensis,hartwegianus,19.656944,-97.141667,0.135
Phlegmariurus cuernavacensis,hartwegianus,17.18892,-96.68839,0.135
Phlegmariurus cuernavacensis,hartwegianus,17,-96.5,0.135
Phlegmariurus cuernavacensis,hartwegianus,17.2964,-96.43192,0.135
Phlegmariurus cuernavacensis,hartwegianus,17.639167,-96.431389,0.135
Phlegmariurus cuernavacensis,hartwegianus,16.5,-92.5,0.135
Phlegmariurus cuernavacensis,hartwegianus,15.43,-92.335278,0.135
Phlegmariurus cuernavacensis,hartwegianus,15,-91.9167,0.135
Phlegmariurus cuernavacensis,hartwegianus,15.5,-90.9167,0.135
Phlegmariurus cuernavacensis,hartwegianus,15.7422,-90.1792,0.135
Phlegmariurus cuernavacensis,hartwegianus,14.1333,-89.0167,0.135
Phlegmariurus cumingii,crassus,-2.766667,-79.216667,0.269
Phlegmariurus cumingii,crassus,-0.8333,-78.8333,0.269
Phlegmariurus cumingii,crassus,-0.73333,-78.73333,0.269
Phlegmariurus cumingii,crassus,-0.9,-78.71666,0.269
Phlegmariurus cumingii,crassus,-0.1667,-78.6667,0.269
Phlegmariurus cumingii,crassus,-1.25,-78.5,0.269
Phlegmariurus cumingii,crassus,-0.45,-78.45,0.269
Phlegmariurus cumingii,crassus,0.3667,-78.4167,0.269
Phlegmariurus cumingii,crassus,-0.783333,-78.35,0.269
Phlegmariurus cumingii,crassus,-1.16666,-78.26666,0.269
Phlegmariurus cumingii,crassus,0.21666,-78.26666,0.269
Phlegmariurus cumingii,crassus,-0.7,-78.25,0.269
Phlegmariurus cumingii,crassus,-1.11666,-78.23333,0.269
Phlegmariurus cumingii,crassus,-1.4628,-78.1869,0.269
Phlegmariurus cumingii,crassus,-0.25,-78.166667,0.269
Phlegmariurus cumingii,crassus,-0.28333,-78.16666,0.269
Phlegmariurus cumingii,crassus,0.083333,-77.983333,0.269
Phlegmariurus cumingii,crassus,0.116667,-77.983333,0.269
Phlegmariurus cumingii,crassus,-0.57,-77.72,0.269
Phlegmariurus cumingii,crassus,-0.566667,-77.716667,0.269
Phlegmariurus cumingii,crassus,-0.71666,-77.71666,0.269
Phlegmariurus cumingii,crassus,-0.56666,-77.71666,0.269
Phlegmariurus cumingii,crassus,-0.583333,-77.65,0.269
Phlegmariurus cumingii,crassus,-0.58333,-77.65,0.269
Phlegmariurus cumingii,crassus,-0.58,-77.65,0.269
Phlegmariurus cumingii,crassus,-0.56666,-77.63333,0.269
Phlegmariurus cuneifolius,aqualupianus,10.5,-84.5,0.132
Phlegmariurus cuneifolius,aqualupianus,10.13,-84.16,0.132
Phlegmariurus cuneifolius,aqualupianus,10.122222,-84.133333,0.132
Phlegmariurus cuneifolius,aqualupianus,10.122778,-84.120833,0.132
Phlegmariurus cuneifolius,aqualupianus,10.133333,-84.120833,0.132
Phlegmariurus cuneifolius,aqualupianus,10.2925,-84.120833,0.132
Phlegmariurus cuneifolius,aqualupianus,10.13,-84.12,0.132
Phlegmariurus cuneifolius,aqualupianus,10.29,-84.12,0.132
Phlegmariurus cuneifolius,aqualupianus,10.134722,-84.105556,0.132
Phlegmariurus cuneifolius,aqualupianus,10.13,-84.1,0.132
Phlegmariurus cuneifolius,aqualupianus,10.09,-84.07,0.132
Phlegmariurus cuneifolius,aqualupianus,9.83,-84.05,0.132
Phlegmariurus cuneifolius,aqualupianus,9.6667,-84,0.132
Phlegmariurus cuneifolius,aqualupianus,10.5,-84,0.132
Phlegmariurus cuneifolius,aqualupianus,9.78,-83.96,0.132
Phlegmariurus cuneifolius,aqualupianus,10.0114,-83.9519,0.132
Phlegmariurus cuneifolius,aqualupianus,9.8333,-83.75,0.132
Phlegmariurus cuneifolius,aqualupianus,9.120833,-82.963889,0.132
Phlegmariurus cuneifolius,aqualupianus,9.12,-82.96,0.132
Phlegmariurus cuneifolius,aqualupianus,9.016667,-82.85,0.132
Phlegmariurus cuneifolius,aqualupianus,8.999153,-82.825418,0.132
Phlegmariurus cuneifolius,aqualupianus,8.9208,-82.775,0.132
Phlegmariurus cuneifolius,aqualupianus,8.920833,-82.775,0.132
Phlegmariurus cuneifolius,aqualupianus,8.92,-82.77,0.132
Phlegmariurus cuneifolius,aqualupianus,8.97,-82.77,0.132
Phlegmariurus cuneifolius,aqualupianus,8.866667,-82.55,0.132
Phlegmariurus cuneifolius,aqualupianus,8.5,-82.25,0.132
Phlegmariurus cuneifolius,aqualupianus,1.569194,-77.797761,0.132
Phlegmariurus cuneifolius,aqualupianus,9.716667,-70.116667,0.132
Phlegmariurus curvifolius,acerosus,15.5,-88.25,0.114
Phlegmariurus curvifolius,acerosus,-4.38333,-79.13333,0.114
Phlegmariurus curvifolius,acerosus,-4.25,-78.8333,0.114
Phlegmariurus curvifolius,acerosus,-4.2486,-78.6564,0.114
Phlegmariurus curvifolius,acerosus,-4.248611,-78.656389,0.114
Phlegmariurus curvifolius,acerosus,-0.21666,-78.5,0.114
Phlegmariurus curvifolius,acerosus,-1.45,-78.1,0.114
Phlegmariurus curvifolius,acerosus,0.58,-77.7,0.114
Phlegmariurus curvifolius,acerosus,-1.06666,-77.66666,0.114
Phlegmariurus curvifolius,acerosus,-1.06666,-77.61666,0.114
Phlegmariurus curvifolius,acerosus,-1.75,-76.8333,0.114
Phlegmariurus curvifolius,acerosus,6.533333,-76.316667,0.114
Phlegmariurus curvifolius,acerosus,5.811751,-76.235042,0.114
Phlegmariurus curvifolius,acerosus,-8.864167,-75.774444,0.114
Phlegmariurus curvifolius,acerosus,5.888667,-75.187361,0.114
Phlegmariurus curvifolius,acerosus,-4,-75,0.114
Phlegmariurus darwinianus,crassus,-10.381389,-75.6375,0.251
Phlegmariurus darwinianus,crassus,-9.1839,-74.14,0.251
Phlegmariurus darwinianus,crassus,-14,-73,0.251
Phlegmariurus deminuens,ruber,-22.385278,-44.678889,0.142
Phlegmariurus deminuens,ruber,-22.285555,-44.613333,0.142
Phlegmariurus deminuens,ruber,-22.25,-44.566667,0.142
Phlegmariurus deminuens,ruber,-21.705611,-43.870972,0.142
Phlegmariurus deminuens,ruber,-22.461111,-43.0275,0.142
Phlegmariurus dianae,crassus,6.5,-76.16666,0.225
Phlegmariurus dianae,crassus,6.5,-76.16666,0.21
Phlegmariurus dianae,crassus,6.45556,-76.1356,0.225
Phlegmariurus dianae,crassus,6.45556,-76.1356,0.21
Phlegmariurus dianae,crassus,7,-75.5,0.225
Phlegmariurus dianae,crassus,7,-75.5,0.21
Phlegmariurus dichaeoides,aqualupianus,15.6667,-90,0.106
Phlegmariurus dichaeoides,aqualupianus,16.490556,-89.052222,0.106
Phlegmariurus dichaeoides,aqualupianus,14.876064,-87.899153,0.106
Phlegmariurus dichaeoides,aqualupianus,14.87441,-87.887805,0.106
Phlegmariurus dichaeoides,aqualupianus,13.56666,-85.7,0.106
Phlegmariurus dichaeoides,aqualupianus,13.7,-85.7,0.106
Phlegmariurus dichaeoides,aqualupianus,10,-84.8333,0.106
Phlegmariurus dichaeoides,aqualupianus,10.308333,-84.783333,0.106
Phlegmariurus dichaeoides,aqualupianus,10.21,-84.6,0.106
Phlegmariurus dichaeoides,aqualupianus,10.5,-84.5,0.106
Phlegmariurus dichaeoides,aqualupianus,10.235278,-84.117778,0.106
Phlegmariurus dichaeoides,aqualupianus,15.27,-84.08,0.106
Phlegmariurus dichaeoides,aqualupianus,10.29,-84.07,0.106
Phlegmariurus dichaeoides,aqualupianus,10.374722,-84.036111,0.106
Phlegmariurus dichaeoides,aqualupianus,10.43138,-84.00361,0.106
Phlegmariurus dichaeoides,aqualupianus,9.6667,-84,0.106
Phlegmariurus dichaeoides,aqualupianus,10.5,-84,0.106
Phlegmariurus dichaeoides,aqualupianus,10.0114,-83.9519,0.106
Phlegmariurus dichaeoides,aqualupianus,9.48,-83.82,0.106
Phlegmariurus dichaeoides,aqualupianus,9.8333,-83.75,0.106
Phlegmariurus dichaeoides,aqualupianus,9.42599,-83.58563,0.106
Phlegmariurus dichaeoides,aqualupianus,9.76,-83.56,0.106
Phlegmariurus dichaeoides,aqualupianus,9.78,-83.55,0.106
Phlegmariurus dichaeoides,aqualupianus,9.7875,-83.547222,0.106
Phlegmariurus dichaeoides,aqualupianus,9.78,-83.54,0.106
Phlegmariurus dichaeoides,aqualupianus,9.952778,-83.473611,0.106
Phlegmariurus dichaeoides,aqualupianus,9.99,-83.44,0.106
Phlegmariurus dichaeoides,aqualupianus,9.72,-83.3,0.106
Phlegmariurus dichaeoides,aqualupianus,9.359722,-83.234722,0.106
Phlegmariurus dichaeoides,aqualupianus,9.35,-83.23,0.106
Phlegmariurus dichaeoides,aqualupianus,9.409722,-83.225,0.106
Phlegmariurus dichaeoides,aqualupianus,9.4,-83.22,0.106
Phlegmariurus dichaeoides,aqualupianus,9.404167,-83.084722,0.106
Phlegmariurus dichaeoides,aqualupianus,9.4,-83.08,0.106
Phlegmariurus dichaeoides,aqualupianus,9.391667,-82.963889,0.106
Phlegmariurus dichaeoides,aqualupianus,8.716667,-82.266667,0.106
Phlegmariurus dichaeoides,aqualupianus,8.50722,-81.1075,0.106
Phlegmariurus dichaeoides,aqualupianus,8.68722,-79.92194,0.106
Phlegmariurus dichaeoides,aqualupianus,8.7,-79.916667,0.106
Phlegmariurus dichaeoides,aqualupianus,0.35,-79.7,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.427193,-79.014813,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.427084,-79.008851,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.428579,-79.006708,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.426718,-79.006595,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.427798,-79.006367,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.434895,-79.005354,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.41648,-79.003911,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.422857,-78.999,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.428821,-78.994776,0.106
Phlegmariurus dichaeoides,aqualupianus,-0.432365,-78.978111,0.106
Phlegmariurus dichaeoides,aqualupianus,1.35,-78.7,0.106
Phlegmariurus dichaeoides,aqualupianus,0.3667,-78.4167,0.106
Phlegmariurus dichaeoides,aqualupianus,-1.1,-78.26666,0.106
Phlegmariurus dichaeoides,aqualupianus,7.7,-77.71666,0.106
Phlegmariurus dichaeoides,aqualupianus,8.15,-77.65,0.106
Phlegmariurus dichaeoides,aqualupianus,3.466667,-76.583333,0.106
Phlegmariurus dichaeoides,aqualupianus,6.53333,-76.31666,0.106
Phlegmariurus dichaeoides,aqualupianus,6.25,-75.16666,0.106
Phlegmariurus dichaeoides,aqualupianus,7.043689,-73.004519,0.106
Phlegmariurus dichaeoides,aqualupianus,7.049125,-72.9345,0.106
Phlegmariurus dichaeoides,aqualupianus,9.2547,-60.95,0.106
Phlegmariurus dichaeoides,aqualupianus,3.25,-56.65,0.106
Phlegmariurus dichotomus,dichotomus,22.5,-100.5,0.109
Phlegmariurus dichotomus,dichotomus,20.433333,-98.333333,0.109
Phlegmariurus dichotomus,dichotomus,21.266667,-97.866667,0.109
Phlegmariurus dichotomus,dichotomus,20.0114,-97.4917,0.109
Phlegmariurus dichotomus,dichotomus,18.9,-97.001667,0.109
Phlegmariurus dichotomus,dichotomus,18.8993,-96.99909,0.109
Phlegmariurus dichotomus,dichotomus,19.3333,-96.6667,0.109
Phlegmariurus dichotomus,dichotomus,17.222778,-94.678333,0.109
Phlegmariurus dichotomus,dichotomus,17.3,-94.65,0.109
Phlegmariurus dichotomus,dichotomus,17.311667,-94.65,0.109
Phlegmariurus dichotomus,dichotomus,17.286111,-94.641667,0.109
Phlegmariurus dichotomus,dichotomus,17.25,-94.6125,0.109
Phlegmariurus dichotomus,dichotomus,17.266667,-94.583333,0.109
Phlegmariurus dichotomus,dichotomus,16.5,-92.5,0.109
Phlegmariurus dichotomus,dichotomus,16.40545,-91.28179,0.109
Phlegmariurus dichotomus,dichotomus,15.6667,-90,0.109
Phlegmariurus dichotomus,dichotomus,16.8333,-90,0.109
Phlegmariurus dichotomus,dichotomus,14.38333,-89.13333,0.109
Phlegmariurus dichotomus,dichotomus,15.5,-89,0.109
Phlegmariurus dichotomus,dichotomus,17.215,-88.525,0.109
Phlegmariurus dichotomus,dichotomus,16.8333,-88.5,0.109
Phlegmariurus dichotomus,dichotomus,15.4167,-88,0.109
Phlegmariurus dichotomus,dichotomus,15.494444,-87.454444,0.109
